,error_ractions,error_info
10,c1(CCNCc2ccc(F)cc2)ccc(N(=O)=O)cc1Cl.Cl>>C(F)(F)(F)C(=O)O.c1(CCNCc2ccc(F)cc2)ccc(NC(=O)Nc3cnc(C#N)cn3)cc1Cl,Ignored this reaction
11,c1(ccccc1)CC(=O)Cc2ccccc2>>c12c(c3c(c(ccc3)c(cccc4)c4c5)c15)c(c6ccccc6)c(cc(Br)c(Br)c7)c7c2c8ccccc8,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
12,c(c(ccc1)C(=O)C2=O)(c1c3c(cccc3)c4)c24>>c12c(c3c(c(ccc3)c(cccc4)c4c5)c15)c(c6ccccc6)c(cc(Br)c(Br)c7)c7c2c8ccccc8,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
13,[Ru+]12(Cl)(C3(C)=C14C)([C@-]35C)(C4(C)=C25C)([P](c6ccccc6)(c7ccccc7)c8ccccc8)[P](c9ccccc9)(c%10ccccc%10)c%11ccccc%11.O(CC)CC.O=[C].[B-](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c4cc(C(F)(F)F)cc(C(F)(F)F)c4.[Na+].P(C)(c1ccccc1)c2ccccc2>>O(CC)CC.[B@@-](c1cc([C@@](F)(F)F)cc([C@@](F)(F)F)c1)(c2cc([C@@](F)(F)F)cc([C@@](F)(F)F)c2)(c3cc([C@@](F)(F)F)cc([C@@](F)(F)F)c3)c4cc([C@@](F)(F)F)cc([C@@](F)(F)F)c4.[Ru+2]56(C#O)([P](C)(c7ccccc7)c8ccccc8)([P](C)(c9ccccc9)c%10ccccc%10)(C%11(C)=C5%12C)([C@@-]%11%13C)C%12(C)=C6%13C,Ignored this reaction
14,[Ta]12(Cl)(Cl)(Cl)(Cl)(C3(C)=C14C)(C3(C)=C25C)[C@]45C.B([H])([H])[H].O1CCCC1.B([H])([H])([H])[H].O1CCCC1.[Li+]>>[Ta+2]1234(C5(C)=C16C)([C@@-]57C)(C6(C)=C27C)([O-2](B389[H])[Ta+2]48%10%11%12%13%14(C%15(C)=C%10%16C)([C@@-]%15%17C)C%16(C)=C%11%17C)(B%12%18([H])([H])[H])(B9%13%19([H])([H])[H])B%14%18%19([H])([H])[H],Ignored this reaction
15,C([H])([H])(Cl)Cl.[Rh+]123(N(=C4)C(=CC=C4)C(=Cc(c(Cl)cc(Cl)c5)c56)[N-]16)([CH](CC7)=[CH]2CC8)[CH]7=[CH]38.c1(C)cc(Br)cc(C)c1[N+]#[C-]>>[Rh+]1([C-]#[N+]c2c(C)cc(Br)cc2C)([C-]#[N+]c3c(C)cc(Br)cc3C)N(=C4)C(=CC=C4)C(=Cc(c(Cl)cc(Cl)c5)c56)[N-]16,Ignored this reaction
16,c1(ccccn1)c2ccccc2.[Pt](Cl)(Cl)([S](C)(C)=O)[S](C)(C)=O>>[Pt+2]1([Cl-])([S](C)(C)=O)[C-](=C2)C(=CC=C2)C(=CC=C3)N1=C3,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
17,[C@@](F)(F)(C(Nc1c(Cl)cccc1Cl)=NC(=Nc2c(Cl)cccc2Cl)[C@@](F)(F)[C@](F)(F)[C@](F)(F)F)[C@](F)(F)[C@](F)(F)F.N(CC)(CC)CC.[Ag].[Ag].O>>C(=NC(=Nc1c(Cl)cccc1Cl)[C@](F)(F)[C@@](F)(F)[C@@](F)(F)F)([N-]([Ag+][N@](CC)(CC)CC)c2c(Cl)cccc2Cl)[C@](F)(F)[C@@](F)(F)[C@@](F)(F)F,Ignored this reaction
18,C(F)(F)(C(Nc1c(F)c(F)c(F)c(F)c1F)=NC(=Nc2c(F)c(F)c(F)c(F)c2F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.C(C)#N.[Ag].[Ag].O>>[Ag+].C(C)#N.[C@](F)(F)(C(=Nc1c(F)c(F)c(F)c(F)c1F)N=C([N-]c2c(F)c(F)c(F)c(F)c2F)[C@](F)(F)[C@@](F)(F)[C@@](F)(F)F)[C@@](F)(F)[C@@](F)(F)F,Ignored this reaction
19,N1(C)CCCC1=O.C(=C)(F)F.Cl.Cl.[Zn]>>C([Zn]Cl)=C(F)F.N1(C)CCCC1=O,Ignored this reaction
20,[Er].[Er].O.O.O.N#N>>[Er].N,Ignored this reaction
21,B(F)(F)(F)F.[Rh+]123456([CH]([C@@H](C[C@H]78)[CH]1=[CH]27)=[CH]38)[CH]([C@H](C[C@@H]9%10)[CH]4=[CH]59)=[CH]6%10.S(=O)(=O)([O-])[C@@](F)(F)F.[C@]12([H])[C@]([H])(Cn3cc[n+]([C@]([H])(C)c4ccccc4)c3)[C@@]([H])(Cn5cc[n+]([C@]([H])(C)c6ccccc6)c5)[C@]([H])(c(cccc7)c17)c(cccc8)c28>>S(=O)(=O)([O-])[C@@](F)(F)F.[Rh+]123(=C4N(C=CN4[C@@]([H])(C)c5ccccc5)C[C@@]([H])([C@@]([H])(c(cccc6)c67)c(cccc8)c89)[C@]([H])([C@]79[H])C%10)(=C%11N%10C=CN%11[C@]([H])(C)c%12ccccc%12)[CH]([C@@]([H])(C[C@]%13%14[H])[CH]1=[CH]2%13)=[CH]3%14,Ignored this reaction
22,B(F)(F)(F)F.[Rh+]123456([CH]([C@@H](C[C@H]78)[CH]1=[CH]27)=[CH]38)[CH]([C@H](C[C@@H]9%10)[CH]4=[CH]59)=[CH]6%10.S(=O)(=O)([O-])[C@@](F)(F)F.[C@]12([H])[C@]([H])(Cn3c[n+](Cc4ccccc4C)c(cccc5)c35)[C@@]([H])(Cn6c[n+](Cc7ccccc7C)c(cccc8)c68)[C@]([H])(c(cccc9)c19)c(cccc%10)c2%10>>S(=O)(=O)([O-])[C@@](F)(F)F.[Rh+]123(=C4N(C[C@@]([H])([C@]([H])(c(cccc5)c56)c(cccc7)c78)[C@]([H])([C@@]68[H])C9)c%10c(cccc%10)N4Cc%11ccccc%11C)(=C%12N9c%13c(cccc%13)N%12Cc%14ccccc%14C)[CH]([C@]([H])(C[C@@]%15%16[H])[CH]1=[CH]2%15)=[CH]3%16,Ignored this reaction
23,[Cu+2].O([H])[H].N(=O)(=O)[O-].S(=O)(=O)(O)c1cc(Cl)cc(NN=C(C(C)=O)C(C)=O)c1O.O([H])[H].C(N)CN>>[Cu+2]12([OH2])([NH2]CC[NH3+])[N-](N=C(C(C)=O)C(C)=O1)c3c(c(cc(Cl)c3)S([O-])(=O)=O)[O-]2,Ignored this reaction
24,[N-](C)C.[NH2+](C)C.N(C)(C)C=O.c12c(cccc1)nn[n-]2.c3(ccc(C(=O)[O-])cc3)c4ccc(C(=O)[O-])cc4.[Cd+2].O([H])[H].[Na+]>>[N-](C)C.[NH2+](C)C.c12c(cccc1)nn[n-]2.c3(ccc(C(=O)[O-])cc3)c4ccc(C(=O)[O-])cc4.[Cd+2].[Na+],Ignored this reaction
25,[Fe+2].O.S([O-])([O-])(=O)=O.C(C)([O-])=O.[Co+2].O([H])[H]>>[Co].[Fe],Ignored this reaction
26,[Pt+2]([C-]#Cc1cccc(c2[nH]c(C3=OB(F)(F)OC(c4[nH]cc(CC)c4CC)=C3)c(CC)c2CC)c1)([C-]#Cc5cccc(c6[nH]c(C7=OB(F)(F)OC(c8[nH]cc(CC)c8CC)=C7)c(CC)c6CC)c5)([P](c9ccccc9)(c%10ccccc%10)c%11ccccc%11)[P](c%12ccccc%12)(c%13ccccc%13)c%14ccccc%14.P(C=CP(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4>>[Pt+2]1([C-]#Cc2cccc(c3[nH]c(C4=OB(F)(F)OC(c5[nH]cc(CC)c5CC)=C4)c(CC)c3CC)c2)([C-]#Cc6cccc(c7[nH]c(C8=OB(F)(F)OC(c9[nH]cc(CC)c9CC)=C8)c(CC)c7CC)c6)[P](c%10ccccc%10)(c%11ccccc%11)C=C[P]1(c%12ccccc%12)c%13ccccc%13,"element: bad valence on B having 4 drawn bonds, charge 0, and 0 radical electrons"
27,[Pd+2]([Cl-])([Cl-])([Cl-])[Cl-].[Na+].P(Cc1ccccc1)(c2ccccc2)c3ccccc3.P(Cc1ccccc1)(c2ccccc2)c3ccccc3>>[Pd+2]1([Cl-])([Cl-][Pd+2]([Cl-])([P](Cc2ccccc2)(c3ccccc3)c4ccccc4)[Cl-]1)[P](Cc5ccccc5)(c6ccccc6)c7ccccc7,Ignored this reaction
28,[Cu+2]12(N#CC)([O-]O[C@](C)(C)c3ccccc3)[N@](Cc4ccccc4)(CC(=CC=C5)N1=C5)CC(=CC=C6)N2=C6>>[Cu+2]12([OH-])[N@@](Cc3ccccc3)(CC(=CC=C4)N1=C4)CC(=CC=C5)N2=C5,SMILES loader: chirality not possible on atom #15
29,[Ag+3](N(=C1C=C2)C2=C3c4ccccc4)([N-](C(C=C5)=C1c6ccccc6)C5=C7c8ccccc8)([N-](C3=C9)C%10=C9)[C-](=C7N=C%11Br)C%11=C%10c%12ccccc%12.C(C)(=O)[O-].[Pd+2].[Sn](CCCC)(CCCC)(CCCC)C#C[Sn](CCCC)(CCCC)CCCC>>[Ag+3](N(=C1C=C2)C2=C3c4ccccc4)([N-](C(C=C5)=C1c6ccccc6)C5=C7c8ccccc8)([N-](C3=C9)C%10=C9)[C-](=C7N=C%11C#CC%12=NC%13=[C-]([Ag+3](N(=C%14C=C%15)C%15=C%16c%17ccccc%17)([N-](C(C=C%18)=C%14c%19ccccc%19)C%18=C%13c%20ccccc%20)[N-](C%16=C%21)C%22=C%21)C%12=C%22c%23ccccc%23)C%11=C%10c%24ccccc%24.[Ag+3](N(=C1C=C2)C2=C3c4ccccc4)([N-](C(C=C5)=C1c6ccccc6)C5=C7c8ccccc8)([N-](C3=C9)C%10=C9)[C-](=C7N=C%11C#CC%12=C%13[C-]([Pd+2]([N-](C(C=C%14)=C%15c%16ccccc%16)C%14=C%17c%18ccccc%18)(N(=C%15C=C%19)C%19=C%20c%21ccccc%21)N(=C%17C=C%22)C%22=C%13c%23ccccc%23)=C%20N%12)C%11=C%10c%24ccccc%24,Ignored this reaction
30,[C@@](F)(F)([C@](F)(F)[C@@](F)(F)[C@](F)(F)CC[Ge](Br)(Cc1ccc(cccc2)c2c1)Cc3ccc(cccc4)c4c3)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)F>>[C@@](F)(F)([C@](F)(F)[C@@](F)(F)[C@](F)(F)CC[Ge](F)(F)\C=C\c1ccccc1)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
31,[C@@](F)(F)([C@](F)(F)[C@@](F)(F)[C@](F)(F)CC[Ge](Br)(Cc1ccc(cccc2)c2c1)Cc3ccc(cccc4)c4c3)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)F>>[C@@](F)(F)([C@](F)(F)[C@@](F)(F)[C@](F)(F)CC[Ge](F)(F)\C=C\CCc1ccccc1)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)[C@@](F)(F)F,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
32,C(C)(=NCCNC(C)=CC(C)=O)C(C)=NO>>[Ni+2]12([N-](CC3)C(C)=CC(C)=O1)N3=C(C)C(C)=N2[O-],"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
33,C(C)(=NCCNC(C)=CC(C)=O)C(C)=NO>>[Cr+3]123([O-]N(=C4C)[Cu+2]([N-](CC5)C(C)=C6)(N5=C4C)O1=C6C)(N(=Cc(cccc7)c7[O-]2)CC8)N8=Cc(cccc9)c9[O-]3.O([H])[H].N(=O)(=O)[O-],Ignored this reaction
34,C(C)(=NCCNC(C)=CC(C)=O)C(C)=NO>>c1(ccccc1[O-])C(C)=NCC(C)N.C(C)(=NCC[N-]C(C)=CC(C)=O)C(C)=N[O-].Cl(=O)(=O)(=O)[O-].[Ni+2],Ignored this reaction
35,[Ni+2]12([N-](CC3)C(C)=CC(C)=O1)N3=C(C)C(C)=N2O.Cl(=O)(=O)(=O)[O-].O([H])[H]>>c1(ccccc1[O-])C(C)=NCC(C)N.C(C)(=NCC[N-]C(C)=CC(C)=O)C(C)=N[O-].Cl(=O)(=O)(=O)[O-].[Ni+2],Ignored this reaction
36,[Ge](F)(C#Cc1ccccc1)(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3c(C(C)C)cc(C(C)C)cc3C(C)C>>[Ge](O)(C=C(c1ccccc1)C(C)(C)C)(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3c(C(C)C)cc(C(C)C)cc3C(C)C,"element: can not calculate implicit hydrogens on aromatic C, charge 0, degree 1, 0 radical electrons"
37,O1CCOCCOCCOCCOCC1.[Tl](Br)(Br)Br.Br.[Na]>>[Tl+3]([Br-])([Br-])([Br-])[Br-].C(C)O.[Na+](O(CC1)CC2)(O1CC3)(O2CC4)(O3CC5)(O45)[Br-]([Na+](O(CC6)CC7)(O6CC8)(O7CC9)(O8CC%10)O9%10)([Na+](O(CC%11)CC%12)(O%11CC%13)(O%12CC%14)(O%13CC%15)O%14%15)[Na+](O(CC%16)CC%17)(O%16CC%18)(O%17CC%19)(O%18CC%20)O%19%20,Ignored this reaction
38,C(C)(CN)(CN)CNCC(C)(CN)CN.Cl>>[Co+3]123([OH2])([NH2]C[C@](C)(C[NH2]1)C[NH]2CC(C)(C4)C[NH2]3)[NH2]4.N(=O)(=O)[O-],Ignored this reaction
39,C(C)(CN)(CN)CNCC(C)(CN)CN.Cl>>[Co+3]123([N-]=N#N)([NH2]C[C@](C)(C[NH2]1)C[NH]2CC(C)(C4)C[NH2]3)[NH2]4.Cl(=O)(=O)(=O)[O-],Ignored this reaction
40,C(C)(CN)(CN)CNCC(C)(CN)CN.Cl>>[Co+3]123([Cl-])([NH2]C[C@](C)(C[NH2]1)C[NH]2CC(C)(C4)C[NH2]3)[NH2]4.[Zn+2]([Cl-])([Cl-])([Cl-])[Cl-],Ignored this reaction
41,C(C)(CN)(CN)CNCC(C)(CN)CN.Cl>>[Co+3]123([NH3])([NH2]C[C@](C)(C[NH2]1)C[NH]2CC(C)(C4)C[NH2]3)[NH2]4.[Cl-].O([H])[H],Ignored this reaction
42,C(C)(CN)(CN)CNCC(C)(CN)CN.Cl>>[Co+3]123([Cl-])([NH2]C[C@](C)(C[NH2]1)C[NH]2CC(C)(C4)C[NH2]3)[NH2]4.Cl(=O)(=O)(=O)[O-].O([H])[H],Ignored this reaction
43,C(C)(CN)(CN)CNCC(C)(CN)CN.Cl>>[Co+3]123([NH3])([NH2]C[C@](C)(C[NH2]1)C[NH]2CC(C)(C4)C[NH2]3)[NH2]4.[Cl-].[Zn+2]([Cl-])([Cl-])([Cl-])[Cl-].O([H])[H],Ignored this reaction
44,c1(C#N)ccncc1.c1(C#N)ccncc1>>c1(ccncc1)C(=O)[O-].[Cd+2],Ignored this reaction
45,N1([Au+3]([Cl-])([Cl-])[Cl-])=C(C=CC=C1)Cc2ccccc2>>[P](c1ccccc1)(c2ccccc2)(c3ccccc3)[Au+3]([Cl-])([Cl-])[C-]4=C(C=CC=C4)Cc5ccccn5.O([H])[H],"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
46,C1(=CC=CC=N1[Au+3]([Cl-])([Cl-])[Cl-])C(=O)c2ccccc2>>[P](c1ccccc1)(c2ccccc2)(c3ccccc3)[Au+3]([Cl-])([Cl-])[C-]4=C(C=CC=C4)C(=O)c5ccccn5,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
47,[Mo](C#O)(C#O)(C#O)(C#O)(C#O)O1CCCC1>>[Mo](C#O)(C#O)(C#O)(C#O)(C#O)[Sb](C)(C)C[Sb](C)C,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
48,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)[C@H](C)[P]1(c3ccccc3)c4ccccc4,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
49,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)[C@H](CC)[P]1(c3ccccc3)c4ccccc4,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
50,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)[C@H](CC=C)[P]1(c3ccccc3)c4ccccc4,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
51,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)[C@H]([2H])[P]1(c3ccccc3)c4ccccc4,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
52,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)[C@H]([Si](C)(C)C)[P]1(c3ccccc3)c4ccccc4.O([H])[H],Ignored this reaction
53,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)C(C(=O)c3ccccc3)[P]1(c4ccccc4)c5ccccc5.O([H])[H],Ignored this reaction
54,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)C(=C(C)OC(C)=O)[P]1(c3ccccc3)c4ccccc4.O([H])[H],Ignored this reaction
55,Br[H].P(Cc1nccn1C)(c2ccccc2)c3ccccc3>>[Mo]1(C#O)(C#O)(C#O)(C#O)N2=C(N(C)C=C2)[C@H](P(c3ccccc3)c4ccccc4)[P]1(c5ccccc5)c6ccccc6.O([H])[H],Ignored this reaction
56,C(C)(C)(C)N=CC=NC(C)(C)C>>[Pt+4]1([CH3-])([CH3-])([CH3-])([Cl-])N(=CC=N1[C@](C)(C)C)[C@@](C)(C)C,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
57,[Si+4]([F-])([F-])([F-])([F-])([F-])[F-].[H+].[Hg].O.[Hg].P(CP(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4>>O(CC)C(C)=O.[Hg+]123[Hg+2]([P](c4ccccc4)(c5ccccc5)C[P]1(c6ccccc6)c7ccccc7)([P](c8ccccc8)(c9ccccc9)C[P]%10(c%11ccccc%11)c%12ccccc%12)[Hg+]2%10[P](c%13ccccc%13)(c%14ccccc%14)C[P]3(c%15ccccc%15)c%16ccccc%16.[Si+4]([F-])([F-])([F-])([F-])([F-])[F-].O([H])[H],Ignored this reaction
58,[Hg].O.S(=O)(=O)(O)C(F)(F)F.[Hg].P(CP(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4>>S([O-])(=O)(=O)C(F)(F)F.[Hg+]123[Hg+2]([P](c4ccccc4)(c5ccccc5)C[P]1(c6ccccc6)c7ccccc7)([P](c8ccccc8)(c9ccccc9)C[P]%10(c%11ccccc%11)c%12ccccc%12)[Hg+]2%10[P](c%13ccccc%13)(c%14ccccc%14)C[P]3(c%15ccccc%15)c%16ccccc%16,Ignored this reaction
59,c1(n[nH]c(CN(CCSCC)CCSCC)c1)CN(CCN(CC)CC)CCN(CC)CC>>[B@@-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Ni+2]567([Cl-])([N@@]8(CC[S]5CC)CC[S]6CC)[N-](C(=C9)C8)N(=C9%10)[Ni+2]%11%12([N@@](CC[N@@]%11(CC)CC)(CCN%12(CC)CC)C%10)[Cl-]7,SMILES loader: chirality not possible on atom #27
60,[B-]([H])(n1nc(C(C)C)cc1C(C)C)(n2nc(C(C)C)cc2C(C)C)n3nc(C(C)C)cc3C(C)C.[K+]>>[V+2]12(=O)([OH-])([OH2])N(=C([C@H](C)C)C=C3[C@H](C)C)N3[B@@-]([H])(N4N1=C(C(C)C)C=C4[C@@H](C)C)N5N2=C([C@H](C)C)C=C5[C@@H](C)C,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
61,C(O)(CCN)CCN.c1(O)c(C=O)cc(C)cc1C=O>>[B+3]([F-])([F-])([F-])[F-].[Cu+2]12(N3=C4)[OH-][Cu+2](N(CC5)=C6)([O-](c(c7cc(C)c8)c68)[Ni+2]([O-]C(C)=O9)(N(CC%10)=C7)[O-](C%10CC%11)[Ni+2]9(N%11=C%12)[O-]1c(c%12cc(C)c%13)c4%13)[O-]2C5CC3,Ignored this reaction
62,c1(ncc[nH]1)c2ncc[nH]2>>[Ru+2]123(N(=C4)C(=CC=C4)C(=CC=C5)N1=C5)(N(=C6)C(=CC=C6)C(=CC=C7)N2=C7)N8=C(NC=C8)C(NC=C9)=N39.Cl(=O)(=O)(=O)[O-].O([H])[H],Ignored this reaction
63,[B-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Na+]>>C(C)#N.[B@@-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Co+2]567([N@@]8(CC[N@]5(CC)CC)CC[N@]6(CC)CC)[N-](C(=C9)C8)N(=C9%10)[Co+2]%11%12([N@](CC[N@]%11(CC)CC)(CC[N@]%12(CC)CC)C%10)[F-]7,Ignored this reaction
64,[B-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Na+]>>C(C)(C)=O.[B@@-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Co+2]567([N@@]8(CC[N@]5(CC)CC)CC[N@]6(CC)CC)[N-](C(=C9)C8)N(=C9%10)[Co+2]%11%12([N@](CC[N@]%11(CC)CC)(CC[N@]%12(CC)CC)C%10)[N-]=N#N7,Ignored this reaction
65,c1(nccc(Cl)c1)c2nccc(Cl)c2>>[Pt+2]1([Cl-])([Cl-])n2[c-](cc(Cl)cc2)C(C=C(Cl)C=C3)=N13,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
66,c1(nccc(OCC)c1)c2nccc(OCC)c2>>[Pt+2]1([Cl-])([Cl-])n2[c-](cc(OCC)cc2)C(C=C(OCC)C=C3)=N13,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
67,c1([nH]nc(CN(CCN(CC)CC)CCN(CC)CC)c1)CN(CCN(CC)CC)CCN(CC)CC>>C(C)#N.[B@@-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Co+2]567([N@@]8(CC[N@]5(CC)CC)CC[N@]6(CC)CC)[N-](C(=C9)C8)N(=C9%10)[Co+2]%11%12([N@](CC[N@]%11(CC)CC)(CC[N@]%12(CC)CC)C%10)[F-]7,Ignored this reaction
68,c1([nH]nc(CN(CCN(CC)CC)CCN(CC)CC)c1)CN(CCN(CC)CC)CCN(CC)CC>>C(C)(C)=O.[B@@-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Co+2]567([N@@]8(CC[N@]5(CC)CC)CC[N@]6(CC)CC)[N-](C(=C9)C8)N(=C9%10)[Co+2]%11%12([N@](CC[N@]%11(CC)CC)(CC[N@]%12(CC)CC)C%10)[N-]=N#N7,Ignored this reaction
69,c1(nccc(C(=O)OC)c1)c2nccc(C(=O)OC)c2>>[Pt+2]1([Cl-])([Cl-])n2[c-](cc(C(=O)OC)cc2)C(C=C(C(=O)OC)C=C3)=N13,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
70,[Co]12(C#O)(C#O)(C#O)C([Si@](C)(C)C)(#C13C#C[Si@@](C)(C)C)[Co]23(C#O)(C#O)C#O.P(NP(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4>>[Co]123(C#O)(C#O)C(C#C)(C14[Si@@](C)(C)C)[Co]24(C#O)(C#O)[P](c5ccccc5)(c6ccccc6)N[P]3(c7ccccc7)c8ccccc8,"element: bad valence on C having 6 drawn bonds, charge 0, and 0 radical electrons"
71,c1(ccsc1)C(C)=O.P(CC)(CC)CCP(CC)CC>>[B-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Ru+2]567([CH-]=C(C(C)=O)C=C[S]5C)([P](CC)(CC)CC[P]6(CC)CC)[P](CC)(CC)CC[P]7(CC)CC,Ignored this reaction
72,c1(cccs1)C(C)=O.P(CC)(CC)CCP(CC)CC>>[B-](c1ccccc1)(c2ccccc2)(c3ccccc3)c4ccccc4.[Ru+2]567([CH-]=CC=C(C(C)=O)[S]5C)([P](CC)(CC)CC[P]6(CC)CC)[P](CC)(CC)CC[P]7(CC)CC,Ignored this reaction
