,error_ractions,error_info
51,[Sm]1234(Cl)([C@@]56[H])(C5([H])=C17[H])(C6([H])=C27[H])(C8([H])=C39[H])([C@]8%10[H])C9([H])=C4%10[H].c1(ccccc1F)C(=O)O>>[Sm]123456(Cl)(\O=C(\c7c(cccc7)F8)/O[Sm]89%10%11%12(Cl)([C@@H]([CH]9=[CH]%10%13)[CH]%11=[CH]%12%13)\O=C(\c(cccc%14)c%14F1)/O2)[CH](=[CH]3[CH]4=[CH]5%15)[C@H]6%15,"element: bad valence on F having 2 drawn bonds, charge 0, and 0 radical electrons"
52,[B-]([H])([H])([H])[H].O(C)C.[H+].[Re]12(C)(N#O)([P](c3ccccc3)(c4ccccc4)c5ccccc5)(C6([H])=C17[H])([C@]68[H])C7(C=CC=C9)=C289.C1(=O)CCCCC1>>[B@@-](F)(F)(F)F.[Re+]12(N#O)(O=C3CCCCC3)([P](c4ccccc4)(c5ccccc5)c6ccccc6)(C7([H])=C18[H])([C@]79[H])C9(C=CC=C%10)=C28%10,Ignored this reaction
53,C1(=O)C=CCCC1.[Fe]12(C#O)(C#O)(C#O)[P](N(C(C)C)C(C)C)(C(=O)[P]13N(C(C)C)C(C)C)[Fe]23(C#O)(C#O)C#O>>[Fe]12(C#O)(C#O)(C#O)[P](N(C(C)C)C(C)C)(O[C@@]3(C=CCCC3)[P]14N(C(C)C)C(C)C)[Fe]24(C#O)(C#O)C#O,"element: bad valence on O having 3 drawn bonds, charge 0, and 0 radical electrons"
54,[Sn](Cl)(c1ccccc1)(c2ccccc2)c3ccccc3.c1(ccco1)C=NNC(N)=O>>[Sn]1(OC(N)=NN1=Cc2ccco2)(c3ccccc3)(c4ccccc4)c5ccccc5,"element: bad valence on N having 4 drawn bonds, charge 0, and 0 radical electrons"
55,p1(cc(C)c(C)c1)c2ccccc2.Br.Br.[Hg]>>[P]1(C=C(C)C(C)=C1)(c2ccccc2)[Hg]3(Br)[Br][Hg](Br)([P]4(C=C(C)C(C)=C4)c5ccccc5)[Br]3,Ignored this reaction
56,p1(cc(C)c(C)c1)c2ccccc2.Cl.Cl.[Hg]>>[P]1(C=C(C)C(C)=C1)(c2ccccc2)[Hg]3(Cl)[Cl][Hg](Cl)([P]4(C=C(C)C(C)=C4)c5ccccc5)[Cl]3,Ignored this reaction
57,[C@](C)(C)(C)C[In](Cl)C[C@@](C)(C)C.[Si](C)(C)(C)[P-][Si](C)(C)C.[Li+]>>[In]1(C)(C[C@](C)(C)C)[P]([Si@](C)(C)C)([Si@](C)(C)C)[In](C)(C[C@](C)(C)C)[P]1([Si@](C)(C)C)[Si@](C)(C)C,Ignored this reaction
58,c12c(ncn1C)c(N)ncn2.[Pt](Cl)([NH2]C)([NH2]C)N1C(=O)C(C)=CN(C)C1=O.[Ag+].Cl([O])(=O)(=O)=O>>[Pt+2]([NH2]C)([NH2]C)(N1C(=O)C(C)=CN(C)C1=O)N2=CN(C)C(=NC=N3[Pt]([NH2]C)([NH2]C)N4C(=O)C(C)=CN(C)C4=O)C2=C3N.Cl(=O)(=O)(=O)[O-].[Pt+]([NH2]C)([NH2]C)(N1=CN=C(N(C)C=N2)C2=C1N)N3C(=O)C(C)=CN(C)C3=O.Cl(=O)(=O)(=O)[O-].O([H])[H].[Pt+]([NH2]C)([NH2]C)(N1C(=O)C(C)=CN(C)C1=O)N2=CN(C)c(ncnc3N)c23.Cl(=O)(=O)(=O)[O-],Ignored this reaction
59,[Rh+]([P](C)(C)C)([P](C)(C)C)([P](C)(C)C)[P](C)(C)C.[Cl-].[Sn](C)(C)(C)C#Cc1ccccc1>>[Rh](C#Cc1ccccc1)(C#Cc2ccccc2)([P](C)(C)C)([P](C)(C)C)([P](C)(C)C)[Sn](C)(C)C,Ignored this reaction
60,[Rh]([H])([P](c1ccccc1)(c2ccccc2)c3ccccc3)([P](c4ccccc4)(c5ccccc5)c6ccccc6)([P](c7ccccc7)(c8ccccc8)c9ccccc9)[P](c%10ccccc%10)(c%11ccccc%11)c%12ccccc%12.c1(ccccc1)SC(C)C=C>>C(C)C=C.[Rh]1([S](c2ccccc2)[Rh]([P](c3ccccc3)(c4ccccc4)c5ccccc5)([P](c6ccccc6)(c7ccccc7)c8ccccc8)[S]1c9ccccc9)([P](c%10ccccc%10)(c%11ccccc%11)c%12ccccc%12)[P](c%13ccccc%13)(c%14ccccc%14)c%15ccccc%15.C(C)=CC,Ignored this reaction
